Capacity,City,Country_Code,Latitude,Longitude,Route,Velocity,_id
0,Agra,1,27.220469266237544,78.05393379182937,[],0,611f94d956a6a3e93927a773
0,Agra,1,27.13780590206577,78.04977504416853,[],0,611f94d956a6a3e93927a774
0,Agra,1,27.137777159354044,78.0480452870286,[],0,611f94d956a6a3e93927a775
0,Agra,1,27.173585859621863,78.04869627221119,[],0,611f94d956a6a3e93927a776
0,Agra,1,27.149135101937645,78.03345664877962,[],0,611f94d956a6a3e93927a777
0,Agra,1,27.131242866852432,78.01593032910999,[],0,611f94d956a6a3e93927a778
0,Agra,1,27.142297326615463,78.05849378075723,[],0,611f94d956a6a3e93927a779
0,Agra,1,27.14945779947644,78.0010124256219,[],0,611f94d956a6a3e93927a77a
0,Agra,1,27.224593679627525,78.04987546676804,[],0,611f94da56a6a3e93927a77b
0,Agra,1,27.1390780227915,77.98583403039997,[],0,611f94da56a6a3e93927a77c
0,Agra,1,27.18936158226821,77.99919920854522,[],0,611f94da56a6a3e93927a77d
0,Agra,1,27.144005047352664,78.04479381734863,[],0,611f94da56a6a3e93927a77e
0,Agra,1,27.17528942997555,77.99669880053524,[],0,611f94da56a6a3e93927a77f
0,Agra,1,27.182238365586183,77.99625628632683,[],0,611f94da56a6a3e93927a780
0,Agra,1,27.13478952818647,78.04576127868614,[],0,611f94da56a6a3e93927a781
0,Agra,1,27.177915324859477,77.98826421969274,[],0,611f94da56a6a3e93927a782
0,Agra,1,27.20594194395446,78.02143863103814,[],0,611f94da56a6a3e93927a783
0,Agra,1,27.157758975835936,77.99168583642752,[],0,611f94da56a6a3e93927a784
0,Agra,1,27.17151651086318,78.00570015486686,[],0,611f94da56a6a3e93927a785
0,Agra,1,27.186885464793743,78.06907611417144,[],0,611f94da56a6a3e93927a786
0,Agra,1,27.137850435851846,78.02235718077748,[],0,611f94da56a6a3e93927a787
0,Agra,1,27.155372468887304,78.05460908813173,[],0,611f94da56a6a3e93927a788
0,Agra,1,27.19089805145649,77.99470730502038,[],0,611f94da56a6a3e93927a789
0,Agra,1,27.160622286332,78.02500681730774,[],0,611f94da56a6a3e93927a78a
0,Agra,1,27.14407576976975,77.99538268532599,[],0,611f94da56a6a3e93927a78b
0,Agra,1,27.22900153266347,78.01184929825213,[],0,611f94db56a6a3e93927a78c
0,Agra,1,27.18956766730514,78.04284898781361,[],0,611f94db56a6a3e93927a78d
0,Agra,1,27.225920738402262,77.97385698621154,[],0,611f94db56a6a3e93927a78e
0,Agra,1,27.224102100945373,78.0614552013171,[],0,611f94db56a6a3e93927a78f
0,Agra,1,27.185998650930884,78.03261619213418,[],0,611f94db56a6a3e93927a790
0,Ahmedabad,1,22.970651912146636,72.56572784362757,[],0,611f94db56a6a3e93927a791
0,Ahmedabad,1,22.98699955891174,72.66333509933843,[],0,611f94db56a6a3e93927a792
0,Ahmedabad,1,22.993548345130648,72.59274838630363,[],0,611f94db56a6a3e93927a793
0,Ahmedabad,1,22.950635521761633,72.54964598364337,[],0,611f94db56a6a3e93927a794
0,Ahmedabad,1,23.111688172284616,72.5797440101647,[],0,611f94db56a6a3e93927a795
0,Ahmedabad,1,23.113041696938783,72.65171728949062,[],0,611f94db56a6a3e93927a796
0,Ahmedabad,1,23.023299996612817,72.60904106315223,[],0,611f94db56a6a3e93927a797
0,Ahmedabad,1,23.125856594316346,72.56322308927764,[],0,611f94db56a6a3e93927a798
0,Ahmedabad,1,22.96282274162305,72.56623100824947,[],0,611f94db56a6a3e93927a799
0,Ahmedabad,1,23.03312325083833,72.64823126002325,[],0,611f94dc56a6a3e93927a79a
0,Ahmedabad,1,22.97878322215462,72.61387755219347,[],0,611f94dc56a6a3e93927a79b
0,Ahmedabad,1,23.066886668449047,72.49013464805766,[],0,611f94dc56a6a3e93927a79c
0,Ahmedabad,1,23.10289480429886,72.64222292567338,[],0,611f94dc56a6a3e93927a79d
0,Ahmedabad,1,23.097331378884608,72.50479994531702,[],0,611f94dc56a6a3e93927a79e
0,Ahmedabad,1,22.949689184205045,72.49353274438698,[],0,611f94dc56a6a3e93927a79f
0,Ahmedabad,1,23.095321928267662,72.66689630289078,[],0,611f94dc56a6a3e93927a7a0
0,Ahmedabad,1,22.969073937270824,72.62431962617441,[],0,611f94dc56a6a3e93927a7a1
0,Ahmedabad,1,23.067723765030593,72.6363821502965,[],0,611f94dc56a6a3e93927a7a2
0,Ahmedabad,1,23.037765923233813,72.66681966751483,[],0,611f94dc56a6a3e93927a7a3
0,Ahmedabad,1,22.973861599797488,72.55648633300675,[],0,611f94dc56a6a3e93927a7a4
0,Ahmedabad,1,22.944620802123296,72.64130846083296,[],0,611f94dc56a6a3e93927a7a5
0,Ahmedabad,1,22.975542409041815,72.55302094510475,[],0,611f94dc56a6a3e93927a7a6
0,Ahmedabad,1,23.091806522903386,72.60377598595079,[],0,611f94dc56a6a3e93927a7a7
0,Ahmedabad,1,23.043760353017326,72.6223566889708,[],0,611f94dc56a6a3e93927a7a8
0,Ahmedabad,1,23.03703692333152,72.6522234470062,[],0,611f94dc56a6a3e93927a7a9
0,Ahmedabad,1,22.95729764951781,72.60507279147045,[],0,611f94dd56a6a3e93927a7aa
0,Ahmedabad,1,23.034133489885477,72.65756568831833,[],0,611f94dd56a6a3e93927a7ab
0,Ahmedabad,1,22.96456674767311,72.49169518479322,[],0,611f94dd56a6a3e93927a7ac
0,Ahmedabad,1,23.05409550493556,72.55240764491195,[],0,611f94dd56a6a3e93927a7ad
0,Ahmedabad,1,22.983924220305337,72.59984484894734,[],0,611f94dd56a6a3e93927a7ae
0,Allahabad,1,25.403664853610714,81.8826367660464,[],0,611f94dd56a6a3e93927a7af
0,Allahabad,1,25.470921566375328,81.81181097637456,[],0,611f94dd56a6a3e93927a7b0
0,Allahabad,1,25.480388045050308,81.88359682264775,[],0,611f94dd56a6a3e93927a7b1
0,Allahabad,1,25.49961472393998,81.91517570714623,[],0,611f94dd56a6a3e93927a7b2
0,Allahabad,1,25.51990222415354,81.9074742637802,[],0,611f94de56a6a3e93927a7b3
0,Allahabad,1,25.40064172121277,81.81951245056952,[],0,611f94de56a6a3e93927a7b4
0,Allahabad,1,25.411025228100897,81.90613647448839,[],0,611f94de56a6a3e93927a7b5
0,Allahabad,1,25.40456658329066,81.89760087375531,[],0,611f94de56a6a3e93927a7b6
0,Allahabad,1,25.52961150964201,81.85098108676195,[],0,611f94de56a6a3e93927a7b7
0,Allahabad,1,25.47701798922636,81.81414087766426,[],0,611f94de56a6a3e93927a7b8
0,Allahabad,1,25.529197133177274,81.82667629835987,[],0,611f94de56a6a3e93927a7b9
0,Allahabad,1,25.492777061015396,81.77815780883942,[],0,611f94de56a6a3e93927a7ba
0,Allahabad,1,25.437634552170877,81.81270579242444,[],0,611f94de56a6a3e93927a7bb
0,Allahabad,1,25.491061211245853,81.78288178207504,[],0,611f94de56a6a3e93927a7bc
0,Allahabad,1,25.47164987197398,81.91515254241283,[],0,611f94de56a6a3e93927a7bd
0,Allahabad,1,25.398546759599952,81.79803738578597,[],0,611f94de56a6a3e93927a7be
0,Allahabad,1,25.435929849888016,81.88381966120747,[],0,611f94de56a6a3e93927a7bf
0,Allahabad,1,25.45305756031517,81.8309782564275,[],0,611f94de56a6a3e93927a7c0
0,Allahabad,1,25.47036800628622,81.8302529645326,[],0,611f94de56a6a3e93927a7c1
0,Allahabad,1,25.412734249503302,81.87431629257344,[],0,611f94de56a6a3e93927a7c2
0,Allahabad,1,25.507750968358287,81.89205058632852,[],0,611f94de56a6a3e93927a7c3
0,Allahabad,1,25.4104953067743,81.91933563261374,[],0,611f94df56a6a3e93927a7c4
0,Allahabad,1,25.38146274805507,81.82565964384798,[],0,611f94df56a6a3e93927a7c5
0,Allahabad,1,25.43713022059898,81.8045658581708,[],0,611f94df56a6a3e93927a7c6
0,Allahabad,1,25.528956974671427,81.90664259057239,[],0,611f94df56a6a3e93927a7c7
0,Allahabad,1,25.370625682322224,81.83751616112355,[],0,611f94df56a6a3e93927a7c8
0,Allahabad,1,25.443773764259422,81.81794017820177,[],0,611f94df56a6a3e93927a7c9
0,Allahabad,1,25.403255806780848,81.90183378976461,[],0,611f94df56a6a3e93927a7ca
0,Allahabad,1,25.417776018905396,81.83003098703124,[],0,611f94df56a6a3e93927a7cb
0,Allahabad,1,25.37705699034159,81.79772424000976,[],0,611f94df56a6a3e93927a7cc
0,Amritsar,1,31.646012426628616,74.81819076286202,[],0,611f94df56a6a3e93927a7cd
0,Amritsar,1,31.571751580658137,74.87180678546602,[],0,611f94df56a6a3e93927a7ce
0,Amritsar,1,31.629421051511198,74.84113147844538,[],0,611f94df56a6a3e93927a7cf
0,Amritsar,1,31.579896847662148,74.80663422742025,[],0,611f94df56a6a3e93927a7d0
0,Amritsar,1,31.58791466327676,74.85705371119846,[],0,611f94df56a6a3e93927a7d1
0,Amritsar,1,31.60269437469022,74.81093633730372,[],0,611f94df56a6a3e93927a7d2
0,Amritsar,1,31.61251186476268,74.8178933117465,[],0,611f94df56a6a3e93927a7d3
0,Amritsar,1,31.606606534599685,74.88225319152662,[],0,611f94df56a6a3e93927a7d4
0,Amritsar,1,31.58871697169577,74.84355955699675,[],0,611f94df56a6a3e93927a7d5
0,Amritsar,1,31.617033496287316,74.84456116867061,[],0,611f94e056a6a3e93927a7d6
0,Amritsar,1,31.669711229066447,74.83583187596469,[],0,611f94e056a6a3e93927a7d7
0,Amritsar,1,31.596698286423173,74.81248859956318,[],0,611f94e056a6a3e93927a7d8
0,Amritsar,1,31.657956382176938,74.81237097638902,[],0,611f94e056a6a3e93927a7d9
0,Amritsar,1,31.62120643400282,74.86348666368106,[],0,611f94e056a6a3e93927a7da
0,Amritsar,1,31.632410540209758,74.82466693443472,[],0,611f94e056a6a3e93927a7db
0,Amritsar,1,31.590073464070304,74.83359637303175,[],0,611f94e056a6a3e93927a7dc
0,Amritsar,1,31.59820213455021,74.82929911183605,[],0,611f94e056a6a3e93927a7dd
0,Amritsar,1,31.618335817335453,74.85850385051398,[],0,611f94e056a6a3e93927a7de
0,Amritsar,1,31.601363878577725,74.8343259179676,[],0,611f94e056a6a3e93927a7df
0,Amritsar,1,31.6019295337387,74.83441663808311,[],0,611f94e056a6a3e93927a7e0
0,Amritsar,1,31.610898079754865,74.87862074074991,[],0,611f94e056a6a3e93927a7e1
0,Amritsar,1,31.643648207669145,74.85815436005043,[],0,611f94e056a6a3e93927a7e2
0,Amritsar,1,31.598594585138407,74.81006024642721,[],0,611f94e056a6a3e93927a7e3
0,Amritsar,1,31.652695820412518,74.83998998153291,[],0,611f94e056a6a3e93927a7e4
0,Amritsar,1,31.65068175024492,74.8642198789182,[],0,611f94e056a6a3e93927a7e5
0,Amritsar,1,31.593115332445844,74.86880543837023,[],0,611f94e056a6a3e93927a7e6
0,Amritsar,1,31.59388486245336,74.80379329691175,[],0,611f94e056a6a3e93927a7e7
0,Amritsar,1,31.63719050981672,74.80120671283923,[],0,611f94e056a6a3e93927a7e8
0,Amritsar,1,31.62565277645136,74.86747637505462,[],0,611f94e056a6a3e93927a7e9
0,Amritsar,1,31.631620992181702,74.80079255991902,[],0,611f94e056a6a3e93927a7ea
0,Aurangabad,1,19.896675528306282,75.31806256747976,[],0,611f94e056a6a3e93927a7eb
0,Aurangabad,1,19.897115165881445,75.33164558265308,[],0,611f94e156a6a3e93927a7ec
0,Aurangabad,1,19.850683840163523,75.32720279274278,[],0,611f94e156a6a3e93927a7ed
0,Aurangabad,1,19.85651339541654,75.28951612507662,[],0,611f94e156a6a3e93927a7ee
0,Aurangabad,1,19.92255278413022,75.30798787914641,[],0,611f94e156a6a3e93927a7ef
0,Aurangabad,1,19.897810708947294,75.32657875994458,[],0,611f94e156a6a3e93927a7f0
0,Aurangabad,1,19.920905530697123,75.27208369065514,[],0,611f94e156a6a3e93927a7f1
0,Aurangabad,1,19.884901032308132,75.35065002068897,[],0,611f94e156a6a3e93927a7f2
0,Aurangabad,1,19.917429300245143,75.34803553199524,[],0,611f94e156a6a3e93927a7f3
0,Aurangabad,1,19.893863291875405,75.36872834228612,[],0,611f94e156a6a3e93927a7f4
0,Aurangabad,1,19.87232574986526,75.28372251051053,[],0,611f94e156a6a3e93927a7f5
0,Aurangabad,1,19.89068039511825,75.34090315551803,[],0,611f94e156a6a3e93927a7f6
0,Aurangabad,1,19.836551357107588,75.31098524576454,[],0,611f94e156a6a3e93927a7f7
0,Aurangabad,1,19.836409346819448,75.33299362668001,[],0,611f94e156a6a3e93927a7f8
0,Aurangabad,1,19.898461212219228,75.35239661953617,[],0,611f94e156a6a3e93927a7f9
0,Aurangabad,1,19.869361696654163,75.30423275892007,[],0,611f94e156a6a3e93927a7fa
0,Aurangabad,1,19.884926111897013,75.29483637851133,[],0,611f94e156a6a3e93927a7fb
0,Aurangabad,1,19.881235692365752,75.34155028046476,[],0,611f94e156a6a3e93927a7fc
0,Aurangabad,1,19.92902684057421,75.33151083053292,[],0,611f94e156a6a3e93927a7fd
0,Aurangabad,1,19.871086347380732,75.3280946372214,[],0,611f94e156a6a3e93927a7fe
0,Aurangabad,1,19.886639125197863,75.2698257003572,[],0,611f94e156a6a3e93927a7ff
0,Aurangabad,1,19.89929596005817,75.3619154634263,[],0,611f94e156a6a3e93927a800
0,Aurangabad,1,19.852115411083215,75.26720643558025,[],0,611f94e156a6a3e93927a801
0,Aurangabad,1,19.845482358027386,75.28467090220809,[],0,611f94e256a6a3e93927a802
0,Aurangabad,1,19.890467332702762,75.31445737016132,[],0,611f94e256a6a3e93927a803
0,Aurangabad,1,19.8515958288415,75.32703472853929,[],0,611f94e256a6a3e93927a804
0,Aurangabad,1,19.918178828248426,75.36696630865396,[],0,611f94e256a6a3e93927a805
0,Aurangabad,1,19.892553212232183,75.28260049992679,[],0,611f94e256a6a3e93927a806
0,Aurangabad,1,19.849547546408356,75.27491123356174,[],0,611f94e256a6a3e93927a807
0,Aurangabad,1,19.84473955396273,75.35772257158432,[],0,611f94e256a6a3e93927a808
0,Bangalore,1,13.002912923559164,77.61867659699665,[],0,611f94e256a6a3e93927a809
0,Bangalore,1,12.903141286742933,77.56936617392077,[],0,611f94e256a6a3e93927a80a
0,Bangalore,1,13.015163362608455,77.59764112878587,[],0,611f94e256a6a3e93927a80b
0,Bangalore,1,12.861835185787989,77.63245452962249,[],0,611f94e256a6a3e93927a80c
0,Bangalore,1,13.069908262164551,77.5505436688952,[],0,611f94e256a6a3e93927a80d
0,Bangalore,1,13.032183799953945,77.5907426034972,[],0,611f94e356a6a3e93927a80e
0,Bangalore,1,12.894735812257254,77.67094913946494,[],0,611f94e356a6a3e93927a80f
0,Bangalore,1,13.019604649448958,77.5657050954018,[],0,611f94e356a6a3e93927a810
0,Bangalore,1,12.898107613724413,77.65370400227013,[],0,611f94e356a6a3e93927a811
0,Bangalore,1,12.920768796069522,77.66207949550424,[],0,611f94e356a6a3e93927a812
0,Bangalore,1,12.910924899410837,77.59908315569436,[],0,611f94e356a6a3e93927a813
0,Bangalore,1,12.949082066080383,77.63511949541255,[],0,611f94e356a6a3e93927a814
0,Bangalore,1,12.93332833401187,77.6447777652992,[],0,611f94e356a6a3e93927a815
0,Bangalore,1,12.923436720644856,77.59551265531871,[],0,611f94e356a6a3e93927a816
0,Bangalore,1,12.904701712943009,77.54940373693618,[],0,611f94e356a6a3e93927a817
0,Bangalore,1,12.847637192525584,77.54632815361056,[],0,611f94e356a6a3e93927a818
0,Bangalore,1,12.943947126109085,77.66637667570718,[],0,611f94e356a6a3e93927a819
0,Bangalore,1,13.034028694604183,77.51601361544989,[],0,611f94e356a6a3e93927a81a
0,Bangalore,1,12.885315241516956,77.71867242493637,[],0,611f94e356a6a3e93927a81b
0,Bangalore,1,13.013065643533658,77.54037305852755,[],0,611f94e356a6a3e93927a81c
0,Bangalore,1,12.91726684723232,77.4944352779947,[],0,611f94e356a6a3e93927a81d
0,Bangalore,1,13.006595013014305,77.64400296411657,[],0,611f94e356a6a3e93927a81e
0,Bangalore,1,12.856645049874896,77.70551992628597,[],0,611f94e356a6a3e93927a81f
0,Bangalore,1,12.935199446345543,77.58701099540876,[],0,611f94e356a6a3e93927a820
0,Bangalore,1,12.847516682969312,77.58446648721272,[],0,611f94e356a6a3e93927a821
0,Bangalore,1,13.05479636902675,77.55362395338142,[],0,611f94e456a6a3e93927a822
0,Bangalore,1,12.915160438261724,77.62151796215322,[],0,611f94e456a6a3e93927a823
0,Bangalore,1,13.050746585462905,77.67373823000901,[],0,611f94e456a6a3e93927a824
0,Bangalore,1,13.082315506207761,77.70894546031302,[],0,611f94e456a6a3e93927a825
0,Bangalore,1,13.010592374223059,77.50922041649797,[],0,611f94e456a6a3e93927a826
0,Bhopal,1,23.294430295236527,77.42426953162015,[],0,611f94e456a6a3e93927a827
0,Bhopal,1,23.276684663509553,77.47086352386518,[],0,611f94e456a6a3e93927a828
0,Bhopal,1,23.25627881407623,77.34724404818974,[],0,611f94e456a6a3e93927a829
0,Bhopal,1,23.26761420408733,77.49038265199334,[],0,611f94e456a6a3e93927a82a
0,Bhopal,1,23.190299057172506,77.48688137765104,[],0,611f94e456a6a3e93927a82b
0,Bhopal,1,23.191544076021835,77.43837695166613,[],0,611f94e456a6a3e93927a82c
0,Bhopal,1,23.24254374165181,77.45013205937177,[],0,611f94e456a6a3e93927a82d
0,Bhopal,1,23.265151632431785,77.34365240190336,[],0,611f94e456a6a3e93927a82e
0,Bhopal,1,23.301600975494328,77.48950130823451,[],0,611f94e456a6a3e93927a82f
0,Bhopal,1,23.287751709756296,77.39864225787672,[],0,611f94e456a6a3e93927a830
0,Bhopal,1,23.28830355205736,77.34444651200667,[],0,611f94e456a6a3e93927a831
0,Bhopal,1,23.320357217742963,77.41547299726363,[],0,611f94e456a6a3e93927a832
0,Bhopal,1,23.299702127737383,77.44701478371752,[],0,611f94e456a6a3e93927a833
0,Bhopal,1,23.24610851725523,77.35508989632802,[],0,611f94e456a6a3e93927a834
0,Bhopal,1,23.185689261442647,77.34132756603366,[],0,611f94e456a6a3e93927a835
0,Bhopal,1,23.309863748343925,77.35716278170024,[],0,611f94e556a6a3e93927a836
0,Bhopal,1,23.238856853002428,77.34403911947085,[],0,611f94e556a6a3e93927a837
0,Bhopal,1,23.196800784622244,77.46461621388671,[],0,611f94e556a6a3e93927a838
0,Bhopal,1,23.27696645951818,77.47645436168837,[],0,611f94e556a6a3e93927a839
0,Bhopal,1,23.256927309418707,77.47571939713566,[],0,611f94e556a6a3e93927a83a
0,Bhopal,1,23.293268747840678,77.41318751779065,[],0,611f94e556a6a3e93927a83b
0,Bhopal,1,23.28689973293889,77.34421448260912,[],0,611f94e556a6a3e93927a83c
0,Bhopal,1,23.197234328780443,77.39631932274443,[],0,611f94e556a6a3e93927a83d
0,Bhopal,1,23.227812356622305,77.36321378322477,[],0,611f94e556a6a3e93927a83e
0,Bhopal,1,23.29704636616805,77.44330848976371,[],0,611f94e556a6a3e93927a83f
0,Bhopal,1,23.176196467926324,77.40382916831328,[],0,611f94e556a6a3e93927a840
0,Bhopal,1,23.18874498072161,77.35526214563534,[],0,611f94e556a6a3e93927a841
0,Bhopal,1,23.20878547750267,77.39659173547942,[],0,611f94e556a6a3e93927a842
0,Bhopal,1,23.249043440452496,77.46397364532427,[],0,611f94e556a6a3e93927a843
0,Bhopal,1,23.180028243059127,77.34989280274716,[],0,611f94e556a6a3e93927a844
0,Bhubaneshwar,1,20.198915798032544,85.79684979895396,[],0,611f94e556a6a3e93927a845
0,Bhubaneshwar,1,20.29743397471673,85.83899652635083,[],0,611f94e556a6a3e93927a846
0,Bhubaneshwar,1,20.260319818497486,85.87073552504731,[],0,611f94e556a6a3e93927a847
0,Bhubaneshwar,1,20.20239097288375,85.74858818233403,[],0,611f94e556a6a3e93927a848
0,Bhubaneshwar,1,20.27847265626613,85.84439411216351,[],0,611f94e556a6a3e93927a849
0,Bhubaneshwar,1,20.250603348066655,85.81525886422712,[],0,611f94e556a6a3e93927a84a
0,Bhubaneshwar,1,20.300062495274585,85.86588167312915,[],0,611f94e556a6a3e93927a84b
0,Bhubaneshwar,1,20.20081057852521,85.777262788303,[],0,611f94e656a6a3e93927a84c
0,Bhubaneshwar,1,20.179196352406034,85.83343588177152,[],0,611f94e656a6a3e93927a84d
0,Bhubaneshwar,1,20.21711684637977,85.78252633623775,[],0,611f94e656a6a3e93927a84e
0,Bhubaneshwar,1,20.18854314302064,85.89115141203646,[],0,611f94e656a6a3e93927a84f
0,Bhubaneshwar,1,20.227905935499603,85.84058847285667,[],0,611f94e656a6a3e93927a850
0,Bhubaneshwar,1,20.26514290264045,85.739833566558,[],0,611f94e656a6a3e93927a851
0,Bhubaneshwar,1,20.301995556923917,85.81372662021305,[],0,611f94e656a6a3e93927a852
0,Bhubaneshwar,1,20.34744599698405,85.7470913207685,[],0,611f94e656a6a3e93927a853
0,Bhubaneshwar,1,20.32067412480023,85.75343456197045,[],0,611f94e656a6a3e93927a854
0,Bhubaneshwar,1,20.214402967482144,85.83697556319542,[],0,611f94e656a6a3e93927a855
0,Bhubaneshwar,1,20.330252475714985,85.77486100991823,[],0,611f94e656a6a3e93927a856
0,Bhubaneshwar,1,20.275551208024872,85.905542648726,[],0,611f94e656a6a3e93927a857
0,Bhubaneshwar,1,20.300330909115473,85.90473080550842,[],0,611f94e656a6a3e93927a858
0,Bhubaneshwar,1,20.334802895768007,85.81945168229322,[],0,611f94e656a6a3e93927a859
0,Bhubaneshwar,1,20.227434314397037,85.82815177680934,[],0,611f94e656a6a3e93927a85a
0,Bhubaneshwar,1,20.257885500779413,85.86919235570566,[],0,611f94e656a6a3e93927a85b
0,Bhubaneshwar,1,20.19017097783355,85.80404542821236,[],0,611f94e656a6a3e93927a85c
0,Bhubaneshwar,1,20.355374490538196,85.80287974491911,[],0,611f94e656a6a3e93927a85d
0,Bhubaneshwar,1,20.18353432395408,85.741527317055,[],0,611f94e656a6a3e93927a85e
0,Bhubaneshwar,1,20.348851389000856,85.78050052375829,[],0,611f94e656a6a3e93927a85f
0,Bhubaneshwar,1,20.34567387272663,85.80206965051785,[],0,611f94e756a6a3e93927a860
0,Bhubaneshwar,1,20.292454734742314,85.89240387386651,[],0,611f94e756a6a3e93927a861
0,Bhubaneshwar,1,20.32199677260021,85.83494743664708,[],0,611f94e756a6a3e93927a862
0,Chandigarh,1,30.760585637924244,76.79047686479039,[],0,611f94e756a6a3e93927a863
0,Chandigarh,1,30.78230240029563,76.75289846993134,[],0,611f94e756a6a3e93927a864
0,Chandigarh,1,30.75531769896514,76.79939573799781,[],0,611f94e756a6a3e93927a865
0,Chandigarh,1,30.75241232965264,76.75143569888557,[],0,611f94e756a6a3e93927a866
0,Chandigarh,1,30.78062862549326,76.77754394138515,[],0,611f94e756a6a3e93927a867
0,Chandigarh,1,30.718374912026317,76.82632034092099,[],0,611f94e756a6a3e93927a868
0,Chandigarh,1,30.781335084554453,76.78552374889523,[],0,611f94e756a6a3e93927a869
0,Chandigarh,1,30.706950952709875,76.77820664678195,[],0,611f94e756a6a3e93927a86a
0,Chandigarh,1,30.711236371779354,76.81679373636483,[],0,611f94e756a6a3e93927a86b
0,Chandigarh,1,30.69542775536232,76.80665951631158,[],0,611f94e756a6a3e93927a86c
0,Chandigarh,1,30.761150544012793,76.77546027731152,[],0,611f94e756a6a3e93927a86d
0,Chandigarh,1,30.74668622294295,76.8175795602477,[],0,611f94e756a6a3e93927a86e
0,Chandigarh,1,30.728076344317074,76.79856044894305,[],0,611f94e756a6a3e93927a86f
0,Chandigarh,1,30.755823989172846,76.82071216394796,[],0,611f94e756a6a3e93927a870
0,Chandigarh,1,30.750461711710898,76.81117746022264,[],0,611f94e756a6a3e93927a871
0,Chandigarh,1,30.7789488290973,76.82788766360419,[],0,611f94e756a6a3e93927a872
0,Chandigarh,1,30.695859432279956,76.79990899684418,[],0,611f94e756a6a3e93927a873
0,Chandigarh,1,30.744779709802682,76.82398199804243,[],0,611f94e756a6a3e93927a874
0,Chandigarh,1,30.687599687789582,76.75060547587698,[],0,611f94e756a6a3e93927a875
0,Chandigarh,1,30.75397623053798,76.80536158031373,[],0,611f94e856a6a3e93927a876
0,Chandigarh,1,30.703035271912555,76.78265173440465,[],0,611f94e856a6a3e93927a877
0,Chandigarh,1,30.75490484729417,76.80984615623055,[],0,611f94e856a6a3e93927a878
0,Chandigarh,1,30.695149108144623,76.76720718876062,[],0,611f94e856a6a3e93927a879
0,Chandigarh,1,30.766252811052155,76.75568149787024,[],0,611f94e856a6a3e93927a87a
0,Chandigarh,1,30.75167748649562,76.81317007775132,[],0,611f94e856a6a3e93927a87b
0,Chandigarh,1,30.752943200276373,76.8217299285635,[],0,611f94e856a6a3e93927a87c
0,Chandigarh,1,30.73290443262826,76.74787129742037,[],0,611f94e856a6a3e93927a87d
0,Chandigarh,1,30.767578133568687,76.79881448351068,[],0,611f94e856a6a3e93927a87e
0,Chandigarh,1,30.742456156934196,76.81980839887404,[],0,611f94e856a6a3e93927a87f
0,Chandigarh,1,30.748944015248057,76.7995205632825,[],0,611f94e856a6a3e93927a880
0,Chennai,1,13.079842118436321,80.34052078821925,[],0,611f94e856a6a3e93927a881
0,Chennai,1,13.143699723475654,80.20455680815991,[],0,611f94e856a6a3e93927a882
0,Chennai,1,13.01384007687766,80.30971209583134,[],0,611f94e856a6a3e93927a883
0,Chennai,1,13.163725710231352,80.32272187217718,[],0,611f94e856a6a3e93927a884
0,Chennai,1,13.067992626281574,80.28454438090826,[],0,611f94e856a6a3e93927a885
0,Chennai,1,13.095451686959047,80.22479364253952,[],0,611f94e856a6a3e93927a886
0,Chennai,1,13.136441373149465,80.20692044163953,[],0,611f94e856a6a3e93927a887
0,Chennai,1,13.170123644205232,80.28755611216201,[],0,611f94e856a6a3e93927a888
0,Chennai,1,13.122257748878328,80.25275596612549,[],0,611f94e856a6a3e93927a889
